Date	Tray	Experiment	Tray.1	Pot	Exp.Tray.Pot	Group	Genotype	Area	Area_cm2
14-Nov-2017	6.W.C.4.a	16deg	3	1	16deg:3:1	8	Est-1	1970	0.520203125
14-Nov-2017	6.W.C.4.a	16deg	3	5	16deg:3:5	10	Est-1:acd6-null	2534	0.669134375
14-Nov-2017	6.W.C.4.a	16deg	3	6	16deg:3:6	8	Est-1	1735	0.458148438
14-Nov-2017	6.W.C.4.a	16deg	3	12	16deg:3:12	9	Est-1:acd6-null	2293	0.605495313
14-Nov-2017	6.W.C.4.a	16deg	3	25	16deg:3:25	8	Est-1	1598	0.421971875
14-Nov-2017	6.W.C.4.a	16deg	3	28	16deg:3:28	8	Est-1	1626	0.429365625
14-Nov-2017	6.W.C.4.a	16deg	3	29	16deg:3:29	10	Est-1:acd6-null	2036	0.53763125
15-Nov-2017	6.W.C.4.a	16deg	3	1	16deg:3:1	8	Est-1	2564	0.67705625
15-Nov-2017	6.W.C.4.a	16deg	3	5	16deg:3:5	10	Est-1:acd6-null	3355	0.885929688
15-Nov-2017	6.W.C.4.a	16deg	3	6	16deg:3:6	8	Est-1	1825	0.481914063
15-Nov-2017	6.W.C.4.a	16deg	3	12	16deg:3:12	9	Est-1:acd6-null	2369	0.625564063
15-Nov-2017	6.W.C.4.a	16deg	3	25	16deg:3:25	8	Est-1	1805	0.476632813
15-Nov-2017	6.W.C.4.a	16deg	3	28	16deg:3:28	8	Est-1	1978	0.522315625
15-Nov-2017	6.W.C.4.a	16deg	3	29	16deg:3:29	10	Est-1:acd6-null	2457	0.648801563
16-Nov-2017	6.W.C.4.a	16deg	3	1	16deg:3:1	8	Est-1	2766	0.730396875
16-Nov-2017	6.W.C.4.a	16deg	3	5	16deg:3:5	10	Est-1:acd6-null	3642	0.961715625
16-Nov-2017	6.W.C.4.a	16deg	3	6	16deg:3:6	8	Est-1	2554	0.674415625
16-Nov-2017	6.W.C.4.a	16deg	3	12	16deg:3:12	9	Est-1:acd6-null	2783	0.734885938
16-Nov-2017	6.W.C.4.a	16deg	3	25	16deg:3:25	8	Est-1	2243	0.592292188
16-Nov-2017	6.W.C.4.a	16deg	3	28	16deg:3:28	8	Est-1	2196	0.57988125
16-Nov-2017	6.W.C.4.a	16deg	3	29	16deg:3:29	10	Est-1:acd6-null	2880	0.7605
17-Nov-2017	6.W.C.4.a	16deg	3	1	16deg:3:1	8	Est-1	3159	0.834173438
17-Nov-2017	6.W.C.4.a	16deg	3	5	16deg:3:5	10	Est-1:acd6-null	4562	1.204653125
17-Nov-2017	6.W.C.4.a	16deg	3	6	16deg:3:6	8	Est-1	3539	0.934517188
17-Nov-2017	6.W.C.4.a	16deg	3	12	16deg:3:12	9	Est-1:acd6-null	3549	0.937157813
17-Nov-2017	6.W.C.4.a	16deg	3	25	16deg:3:25	8	Est-1	2687	0.709535938
17-Nov-2017	6.W.C.4.a	16deg	3	28	16deg:3:28	8	Est-1	2213	0.584370313
17-Nov-2017	6.W.C.4.a	16deg	3	29	16deg:3:29	10	Est-1:acd6-null	3837	1.013207813
18-Nov-2017	6.W.C.4.a	16deg	3	1	16deg:3:1	8	Est-1	3763	0.993667188
18-Nov-2017	6.W.C.4.a	16deg	3	5	16deg:3:5	10	Est-1:acd6-null	5203	1.373917188
18-Nov-2017	6.W.C.4.a	16deg	3	6	16deg:3:6	8	Est-1	5035	1.329554688
18-Nov-2017	6.W.C.4.a	16deg	3	12	16deg:3:12	9	Est-1:acd6-null	4897	1.293114063
18-Nov-2017	6.W.C.4.a	16deg	3	25	16deg:3:25	8	Est-1	3370	0.889890625
18-Nov-2017	6.W.C.4.a	16deg	3	28	16deg:3:28	8	Est-1	2643	0.697917188
18-Nov-2017	6.W.C.4.a	16deg	3	29	16deg:3:29	10	Est-1:acd6-null	4507	1.190129688
19-Nov-2017	6.W.C.4.a	16deg	3	1	16deg:3:1	8	Est-1	4645	1.226570313
19-Nov-2017	6.W.C.4.a	16deg	3	5	16deg:3:5	10	Est-1:acd6-null	6034	1.593353125
19-Nov-2017	6.W.C.4.a	16deg	3	6	16deg:3:6	8	Est-1	5356	1.41431875
19-Nov-2017	6.W.C.4.a	16deg	3	12	16deg:3:12	9	Est-1:acd6-null	5613	1.482182813
19-Nov-2017	6.W.C.4.a	16deg	3	25	16deg:3:25	8	Est-1	3902	1.030371875
19-Nov-2017	6.W.C.4.a	16deg	3	28	16deg:3:28	8	Est-1	2913	0.769214063
19-Nov-2017	6.W.C.4.a	16deg	3	29	16deg:3:29	10	Est-1:acd6-null	5683	1.500667188
20-Nov-2017	6.W.C.4.a	16deg	3	1	16deg:3:1	8	Est-1	4687	1.237660938
20-Nov-2017	6.W.C.4.a	16deg	3	5	16deg:3:5	10	Est-1:acd6-null	6646	1.754959375
20-Nov-2017	6.W.C.4.a	16deg	3	6	16deg:3:6	8	Est-1	6076	1.60444375
20-Nov-2017	6.W.C.4.a	16deg	3	12	16deg:3:12	9	Est-1:acd6-null	6479	1.710860938
20-Nov-2017	6.W.C.4.a	16deg	3	25	16deg:3:25	8	Est-1	4712	1.2442625
20-Nov-2017	6.W.C.4.a	16deg	3	28	16deg:3:28	8	Est-1	2653	0.700557813
20-Nov-2017	6.W.C.4.a	16deg	3	29	16deg:3:29	10	Est-1:acd6-null	6994	1.846853125
21-Nov-2017	6.W.C.4.a	16deg	3	1	16deg:3:1	8	Est-1	5286	1.395834375
21-Nov-2017	6.W.C.4.a	16deg	3	5	16deg:3:5	10	Est-1:acd6-null	6764	1.78611875
21-Nov-2017	6.W.C.4.a	16deg	3	6	16deg:3:6	8	Est-1	7629	2.014532813
21-Nov-2017	6.W.C.4.a	16deg	3	12	16deg:3:12	9	Est-1:acd6-null	8130	2.146828125
21-Nov-2017	6.W.C.4.a	16deg	3	25	16deg:3:25	8	Est-1	5888	1.5548
21-Nov-2017	6.W.C.4.a	16deg	3	28	16deg:3:28	8	Est-1	3055	0.806710938
21-Nov-2017	6.W.C.4.a	16deg	3	29	16deg:3:29	10	Est-1:acd6-null	8900	2.35015625
22-Nov-2017	6.W.C.4.a	16deg	3	1	16deg:3:1	8	Est-1	6080	1.6055
22-Nov-2017	6.W.C.4.a	16deg	3	5	16deg:3:5	10	Est-1:acd6-null	7722	2.039090625
22-Nov-2017	6.W.C.4.a	16deg	3	6	16deg:3:6	8	Est-1	9788	2.58464375
22-Nov-2017	6.W.C.4.a	16deg	3	12	16deg:3:12	9	Est-1:acd6-null	10123	2.673104688
22-Nov-2017	6.W.C.4.a	16deg	3	25	16deg:3:25	8	Est-1	7563	1.997104688
22-Nov-2017	6.W.C.4.a	16deg	3	28	16deg:3:28	8	Est-1	3138	0.828628125
22-Nov-2017	6.W.C.4.a	16deg	3	29	16deg:3:29	10	Est-1:acd6-null	10552	2.7863875
23-Nov-2017	6.W.C.4.a	16deg	3	1	16deg:3:1	8	Est-1	6644	1.75443125
23-Nov-2017	6.W.C.4.a	16deg	3	5	16deg:3:5	10	Est-1:acd6-null	8782	2.318996875
23-Nov-2017	6.W.C.4.a	16deg	3	6	16deg:3:6	8	Est-1	12744	3.3652125
23-Nov-2017	6.W.C.4.a	16deg	3	12	16deg:3:12	9	Est-1:acd6-null	11843	3.127292188
23-Nov-2017	6.W.C.4.a	16deg	3	25	16deg:3:25	8	Est-1	9500	2.50859375
23-Nov-2017	6.W.C.4.a	16deg	3	28	16deg:3:28	8	Est-1	3168	0.83655
23-Nov-2017	6.W.C.4.a	16deg	3	29	16deg:3:29	10	Est-1:acd6-null	12106	3.196740625
24-Nov-2017	6.W.C.4.a	16deg	3	1	16deg:3:1	8	Est-1	7932	2.09454375
24-Nov-2017	6.W.C.4.a	16deg	3	5	16deg:3:5	10	Est-1:acd6-null	10749	2.838407813
24-Nov-2017	6.W.C.4.a	16deg	3	6	16deg:3:6	8	Est-1	13998	3.696346875
24-Nov-2017	6.W.C.4.a	16deg	3	12	16deg:3:12	9	Est-1:acd6-null	12104	3.1962125
24-Nov-2017	6.W.C.4.a	16deg	3	25	16deg:3:25	8	Est-1	12242	3.232653125
24-Nov-2017	6.W.C.4.a	16deg	3	28	16deg:3:28	8	Est-1	3419	0.902829688
24-Nov-2017	6.W.C.4.a	16deg	3	29	16deg:3:29	10	Est-1:acd6-null	15330	4.048078125
25-Nov-2017	6.W.C.4.a	16deg	3	1	16deg:3:1	8	Est-1	9873	2.607089063
25-Nov-2017	6.W.C.4.a	16deg	3	5	16deg:3:5	10	Est-1:acd6-null	12561	3.316889063
25-Nov-2017	6.W.C.4.a	16deg	3	6	16deg:3:6	8	Est-1	15750	4.158984375
25-Nov-2017	6.W.C.4.a	16deg	3	12	16deg:3:12	9	Est-1:acd6-null	14536	3.8384125
25-Nov-2017	6.W.C.4.a	16deg	3	25	16deg:3:25	8	Est-1	15365	4.057320313
25-Nov-2017	6.W.C.4.a	16deg	3	28	16deg:3:28	8	Est-1	3720	0.9823125
25-Nov-2017	6.W.C.4.a	16deg	3	29	16deg:3:29	10	Est-1:acd6-null	19776	5.2221
26-Nov-2017	6.W.C.4.a	16deg	3	1	16deg:3:1	8	Est-1	10989	2.901782813
26-Nov-2017	6.W.C.4.a	16deg	3	5	16deg:3:5	10	Est-1:acd6-null	14480	3.823625
26-Nov-2017	6.W.C.4.a	16deg	3	6	16deg:3:6	8	Est-1	16165	4.268570313
26-Nov-2017	6.W.C.4.a	16deg	3	12	16deg:3:12	9	Est-1:acd6-null	17813	4.703745313
26-Nov-2017	6.W.C.4.a	16deg	3	25	16deg:3:25	8	Est-1	18478	4.879346875
26-Nov-2017	6.W.C.4.a	16deg	3	28	16deg:3:28	8	Est-1	4191	1.106685938
26-Nov-2017	6.W.C.4.a	16deg	3	29	16deg:3:29	10	Est-1:acd6-null	24046	6.349646875
14-Nov-2017	6.W.C.4.b	16deg	4	6	16deg:4:6	8	Est-1	2051	0.541592188
14-Nov-2017	6.W.C.4.b	16deg	4	10	16deg:4:10	9	Est-1:acd6-null	3179	0.839454688
14-Nov-2017	6.W.C.4.b	16deg	4	17	16deg:4:17	8	Est-1	1524	0.40243125
14-Nov-2017	6.W.C.4.b	16deg	4	19	16deg:4:19	9	Est-1:acd6-null	2998	0.791659375
14-Nov-2017	6.W.C.4.b	16deg	4	25	16deg:4:25	10	Est-1:acd6-null	2645	0.698445313
15-Nov-2017	6.W.C.4.b	16deg	4	6	16deg:4:6	8	Est-1	2151	0.567998438
15-Nov-2017	6.W.C.4.b	16deg	4	10	16deg:4:10	9	Est-1:acd6-null	3815	1.007398438
15-Nov-2017	6.W.C.4.b	16deg	4	17	16deg:4:17	8	Est-1	1889	0.498814063
15-Nov-2017	6.W.C.4.b	16deg	4	19	16deg:4:19	9	Est-1:acd6-null	3400	0.8978125
15-Nov-2017	6.W.C.4.b	16deg	4	25	16deg:4:25	10	Est-1:acd6-null	3010	0.794828125
16-Nov-2017	6.W.C.4.b	16deg	4	6	16deg:4:6	8	Est-1	2328	0.6147375
16-Nov-2017	6.W.C.4.b	16deg	4	10	16deg:4:10	9	Est-1:acd6-null	4188	1.10589375
16-Nov-2017	6.W.C.4.b	16deg	4	17	16deg:4:17	8	Est-1	2244	0.59255625
16-Nov-2017	6.W.C.4.b	16deg	4	19	16deg:4:19	9	Est-1:acd6-null	3666	0.968053125
16-Nov-2017	6.W.C.4.b	16deg	4	25	16deg:4:25	10	Est-1:acd6-null	3512	0.9273875
17-Nov-2017	6.W.C.4.b	16deg	4	6	16deg:4:6	8	Est-1	2620	0.69184375
17-Nov-2017	6.W.C.4.b	16deg	4	10	16deg:4:10	9	Est-1:acd6-null	4944	1.305525
17-Nov-2017	6.W.C.4.b	16deg	4	17	16deg:4:17	8	Est-1	2919	0.770798438
17-Nov-2017	6.W.C.4.b	16deg	4	19	16deg:4:19	9	Est-1:acd6-null	4291	1.133092188
17-Nov-2017	6.W.C.4.b	16deg	4	25	16deg:4:25	10	Est-1:acd6-null	4397	1.161082813
18-Nov-2017	6.W.C.4.b	16deg	4	6	16deg:4:6	8	Est-1	3299	0.871142188
18-Nov-2017	6.W.C.4.b	16deg	4	10	16deg:4:10	9	Est-1:acd6-null	6542	1.727496875
18-Nov-2017	6.W.C.4.b	16deg	4	17	16deg:4:17	8	Est-1	3830	1.011359375
18-Nov-2017	6.W.C.4.b	16deg	4	19	16deg:4:19	9	Est-1:acd6-null	5672	1.4977625
18-Nov-2017	6.W.C.4.b	16deg	4	25	16deg:4:25	10	Est-1:acd6-null	5473	1.445214063
19-Nov-2017	6.W.C.4.b	16deg	4	6	16deg:4:6	8	Est-1	3526	0.931084375
19-Nov-2017	6.W.C.4.b	16deg	4	10	16deg:4:10	9	Est-1:acd6-null	7862	2.076059375
19-Nov-2017	6.W.C.4.b	16deg	4	17	16deg:4:17	8	Est-1	4742	1.252184375
19-Nov-2017	6.W.C.4.b	16deg	4	19	16deg:4:19	9	Est-1:acd6-null	6819	1.800642188
19-Nov-2017	6.W.C.4.b	16deg	4	25	16deg:4:25	10	Est-1:acd6-null	7341	1.938482813
20-Nov-2017	6.W.C.4.b	16deg	4	6	16deg:4:6	8	Est-1	3868	1.02139375
20-Nov-2017	6.W.C.4.b	16deg	4	10	16deg:4:10	9	Est-1:acd6-null	9123	2.409042188
20-Nov-2017	6.W.C.4.b	16deg	4	17	16deg:4:17	8	Est-1	5682	1.500403125
20-Nov-2017	6.W.C.4.b	16deg	4	19	16deg:4:19	9	Est-1:acd6-null	8386	2.214428125
20-Nov-2017	6.W.C.4.b	16deg	4	25	16deg:4:25	10	Est-1:acd6-null	9489	2.505689063
21-Nov-2017	6.W.C.4.b	16deg	4	6	16deg:4:6	8	Est-1	4335	1.144710938
21-Nov-2017	6.W.C.4.b	16deg	4	10	16deg:4:10	9	Est-1:acd6-null	11509	3.039095313
21-Nov-2017	6.W.C.4.b	16deg	4	17	16deg:4:17	8	Est-1	7537	1.990239063
21-Nov-2017	6.W.C.4.b	16deg	4	19	16deg:4:19	9	Est-1:acd6-null	10824	2.8582125
21-Nov-2017	6.W.C.4.b	16deg	4	25	16deg:4:25	10	Est-1:acd6-null	12400	3.274375
22-Nov-2017	6.W.C.4.b	16deg	4	6	16deg:4:6	8	Est-1	4959	1.309485938
22-Nov-2017	6.W.C.4.b	16deg	4	10	16deg:4:10	9	Est-1:acd6-null	13415	3.542398438
22-Nov-2017	6.W.C.4.b	16deg	4	17	16deg:4:17	8	Est-1	9414	2.485884375
22-Nov-2017	6.W.C.4.b	16deg	4	19	16deg:4:19	9	Est-1:acd6-null	12454	3.288634375
22-Nov-2017	6.W.C.4.b	16deg	4	25	16deg:4:25	10	Est-1:acd6-null	13231	3.493810938
23-Nov-2017	6.W.C.4.b	16deg	4	6	16deg:4:6	8	Est-1	5522	1.458153125
23-Nov-2017	6.W.C.4.b	16deg	4	10	16deg:4:10	9	Est-1:acd6-null	17352	4.5820125
23-Nov-2017	6.W.C.4.b	16deg	4	17	16deg:4:17	8	Est-1	12205	3.222882813
23-Nov-2017	6.W.C.4.b	16deg	4	19	16deg:4:19	9	Est-1:acd6-null	17554	4.635353125
23-Nov-2017	6.W.C.4.b	16deg	4	25	16deg:4:25	10	Est-1:acd6-null	16276	4.29788125
24-Nov-2017	6.W.C.4.b	16deg	4	6	16deg:4:6	8	Est-1	6366	1.681021875
24-Nov-2017	6.W.C.4.b	16deg	4	10	16deg:4:10	9	Est-1:acd6-null	19554	5.163478125
24-Nov-2017	6.W.C.4.b	16deg	4	17	16deg:4:17	8	Est-1	14754	3.895978125
24-Nov-2017	6.W.C.4.b	16deg	4	19	16deg:4:19	9	Est-1:acd6-null	16340	4.31478125
24-Nov-2017	6.W.C.4.b	16deg	4	25	16deg:4:25	10	Est-1:acd6-null	18338	4.842378125
25-Nov-2017	6.W.C.4.b	16deg	4	6	16deg:4:6	8	Est-1	6843	1.806979688
25-Nov-2017	6.W.C.4.b	16deg	4	10	16deg:4:10	9	Est-1:acd6-null	21908	5.78508125
25-Nov-2017	6.W.C.4.b	16deg	4	17	16deg:4:17	8	Est-1	17025	4.495664063
25-Nov-2017	6.W.C.4.b	16deg	4	19	16deg:4:19	9	Est-1:acd6-null	20292	5.35835625
25-Nov-2017	6.W.C.4.b	16deg	4	25	16deg:4:25	10	Est-1:acd6-null	25168	6.645925
26-Nov-2017	6.W.C.4.b	16deg	4	6	16deg:4:6	8	Est-1	8541	2.255357813
26-Nov-2017	6.W.C.4.b	16deg	4	10	16deg:4:10	9	Est-1:acd6-null	25937	6.848989063
26-Nov-2017	6.W.C.4.b	16deg	4	17	16deg:4:17	8	Est-1	16569	4.375251563
26-Nov-2017	6.W.C.4.b	16deg	4	19	16deg:4:19	9	Est-1:acd6-null	20067	5.298942188
26-Nov-2017	6.W.C.4.b	16deg	4	25	16deg:4:25	10	Est-1:acd6-null	29922	7.901278125
14-Nov-2017	6.W.C.4.c	16deg	1	4	16deg:1:4	10	Est-1:acd6-null	1932	0.51016875
14-Nov-2017	6.W.C.4.c	16deg	1	17	16deg:1:17	8	Est-1	2245	0.592820313
14-Nov-2017	6.W.C.4.c	16deg	1	26	16deg:1:26	9	Est-1:acd6-null	1878	0.495909375
14-Nov-2017	6.W.C.4.c	16deg	1	28	16deg:1:28	9	Est-1:acd6-null	1015	0.268023438
14-Nov-2017	6.W.C.4.c	16deg	1	29	16deg:1:29	8	Est-1	1529	0.403751563
15-Nov-2017	6.W.C.4.c	16deg	1	4	16deg:1:4	10	Est-1:acd6-null	2443	0.645104688
15-Nov-2017	6.W.C.4.c	16deg	1	17	16deg:1:17	8	Est-1	2488	0.6569875
15-Nov-2017	6.W.C.4.c	16deg	1	26	16deg:1:26	9	Est-1:acd6-null	2282	0.602590625
15-Nov-2017	6.W.C.4.c	16deg	1	28	16deg:1:28	9	Est-1:acd6-null	1159	0.306048438
15-Nov-2017	6.W.C.4.c	16deg	1	29	16deg:1:29	8	Est-1	1924	0.50805625
16-Nov-2017	6.W.C.4.c	16deg	1	4	16deg:1:4	10	Est-1:acd6-null	2664	0.7034625
16-Nov-2017	6.W.C.4.c	16deg	1	17	16deg:1:17	8	Est-1	3096	0.8175375
16-Nov-2017	6.W.C.4.c	16deg	1	26	16deg:1:26	9	Est-1:acd6-null	2816	0.7436
16-Nov-2017	6.W.C.4.c	16deg	1	28	16deg:1:28	9	Est-1:acd6-null	1279	0.337735938
16-Nov-2017	6.W.C.4.c	16deg	1	29	16deg:1:29	8	Est-1	2077	0.548457813
17-Nov-2017	6.W.C.4.c	16deg	1	4	16deg:1:4	10	Est-1:acd6-null	3418	0.902565625
17-Nov-2017	6.W.C.4.c	16deg	1	17	16deg:1:17	8	Est-1	3816	1.0076625
17-Nov-2017	6.W.C.4.c	16deg	1	26	16deg:1:26	9	Est-1:acd6-null	3495	0.922898438
17-Nov-2017	6.W.C.4.c	16deg	1	28	16deg:1:28	9	Est-1:acd6-null	1499	0.395829688
17-Nov-2017	6.W.C.4.c	16deg	1	29	16deg:1:29	8	Est-1	2600	0.6865625
18-Nov-2017	6.W.C.4.c	16deg	1	4	16deg:1:4	10	Est-1:acd6-null	4156	1.09744375
18-Nov-2017	6.W.C.4.c	16deg	1	17	16deg:1:17	8	Est-1	4383	1.157385938
18-Nov-2017	6.W.C.4.c	16deg	1	26	16deg:1:26	9	Est-1:acd6-null	4347	1.147879688
18-Nov-2017	6.W.C.4.c	16deg	1	28	16deg:1:28	9	Est-1:acd6-null	1703	0.449698438
18-Nov-2017	6.W.C.4.c	16deg	1	29	16deg:1:29	8	Est-1	3081	0.813576563
19-Nov-2017	6.W.C.4.c	16deg	1	4	16deg:1:4	10	Est-1:acd6-null	5186	1.369428125
19-Nov-2017	6.W.C.4.c	16deg	1	17	16deg:1:17	8	Est-1	4930	1.301828125
19-Nov-2017	6.W.C.4.c	16deg	1	26	16deg:1:26	9	Est-1:acd6-null	5082	1.341965625
19-Nov-2017	6.W.C.4.c	16deg	1	28	16deg:1:28	9	Est-1:acd6-null	2115	0.558492188
19-Nov-2017	6.W.C.4.c	16deg	1	29	16deg:1:29	8	Est-1	4218	1.113815625
20-Nov-2017	6.W.C.4.c	16deg	1	4	16deg:1:4	10	Est-1:acd6-null	6695	1.767898438
20-Nov-2017	6.W.C.4.c	16deg	1	17	16deg:1:17	8	Est-1	5052	1.33404375
20-Nov-2017	6.W.C.4.c	16deg	1	26	16deg:1:26	9	Est-1:acd6-null	6124	1.61711875
20-Nov-2017	6.W.C.4.c	16deg	1	28	16deg:1:28	9	Est-1:acd6-null	2432	0.6422
20-Nov-2017	6.W.C.4.c	16deg	1	29	16deg:1:29	8	Est-1	5013	1.323745313
21-Nov-2017	6.W.C.4.c	16deg	1	4	16deg:1:4	10	Est-1:acd6-null	7652	2.02060625
21-Nov-2017	6.W.C.4.c	16deg	1	17	16deg:1:17	8	Est-1	5113	1.350151563
21-Nov-2017	6.W.C.4.c	16deg	1	26	16deg:1:26	9	Est-1:acd6-null	7009	1.850814063
21-Nov-2017	6.W.C.4.c	16deg	1	28	16deg:1:28	9	Est-1:acd6-null	3341	0.882232813
21-Nov-2017	6.W.C.4.c	16deg	1	29	16deg:1:29	8	Est-1	5716	1.50938125
22-Nov-2017	6.W.C.4.c	16deg	1	4	16deg:1:4	10	Est-1:acd6-null	10570	2.791140625
22-Nov-2017	6.W.C.4.c	16deg	1	17	16deg:1:17	8	Est-1	5502	1.452871875
22-Nov-2017	6.W.C.4.c	16deg	1	26	16deg:1:26	9	Est-1:acd6-null	8343	2.203073438
22-Nov-2017	6.W.C.4.c	16deg	1	28	16deg:1:28	9	Est-1:acd6-null	4068	1.07420625
22-Nov-2017	6.W.C.4.c	16deg	1	29	16deg:1:29	8	Est-1	7783	2.055198438
23-Nov-2017	6.W.C.4.c	16deg	1	4	16deg:1:4	10	Est-1:acd6-null	11682	3.084778125
23-Nov-2017	6.W.C.4.c	16deg	1	17	16deg:1:17	8	Est-1	5585	1.474789063
23-Nov-2017	6.W.C.4.c	16deg	1	26	16deg:1:26	9	Est-1:acd6-null	10156	2.68181875
23-Nov-2017	6.W.C.4.c	16deg	1	28	16deg:1:28	9	Est-1:acd6-null	4660	1.23053125
23-Nov-2017	6.W.C.4.c	16deg	1	29	16deg:1:29	8	Est-1	10099	2.666767188
24-Nov-2017	6.W.C.4.c	16deg	1	4	16deg:1:4	10	Est-1:acd6-null	14361	3.792201563
24-Nov-2017	6.W.C.4.c	16deg	1	17	16deg:1:17	8	Est-1	6119	1.615798438
24-Nov-2017	6.W.C.4.c	16deg	1	26	16deg:1:26	9	Est-1:acd6-null	12399	3.274110938
24-Nov-2017	6.W.C.4.c	16deg	1	28	16deg:1:28	9	Est-1:acd6-null	6319	1.668610938
24-Nov-2017	6.W.C.4.c	16deg	1	29	16deg:1:29	8	Est-1	12610	3.329828125
25-Nov-2017	6.W.C.4.c	16deg	1	4	16deg:1:4	10	Est-1:acd6-null	18528	4.89255
25-Nov-2017	6.W.C.4.c	16deg	1	17	16deg:1:17	8	Est-1	5602	1.479278125
25-Nov-2017	6.W.C.4.c	16deg	1	26	16deg:1:26	9	Est-1:acd6-null	16077	4.245332813
25-Nov-2017	6.W.C.4.c	16deg	1	28	16deg:1:28	9	Est-1:acd6-null	8164	2.15580625
25-Nov-2017	6.W.C.4.c	16deg	1	29	16deg:1:29	8	Est-1	13479	3.559298438
26-Nov-2017	6.W.C.4.c	16deg	1	4	16deg:1:4	10	Est-1:acd6-null	21776	5.750225
26-Nov-2017	6.W.C.4.c	16deg	1	17	16deg:1:17	8	Est-1	5478	1.446534375
26-Nov-2017	6.W.C.4.c	16deg	1	26	16deg:1:26	9	Est-1:acd6-null	20055	5.295773438
26-Nov-2017	6.W.C.4.c	16deg	1	28	16deg:1:28	9	Est-1:acd6-null	10265	2.710601563
26-Nov-2017	6.W.C.4.c	16deg	1	29	16deg:1:29	8	Est-1	14405	3.803820313
14-Nov-2017	6.P.C.4.a	16deg	6	3	16deg:6:3	8	Est-1	1497	0.395301563
14-Nov-2017	6.P.C.4.a	16deg	6	8	16deg:6:8	9	Est-1:acd6-null	1902	0.502246875
14-Nov-2017	6.P.C.4.a	16deg	6	11	16deg:6:11	8	Est-1	1144	0.3020875
14-Nov-2017	6.P.C.4.a	16deg	6	21	16deg:6:21	10	Est-1:acd6-null	788	0.20808125
14-Nov-2017	6.P.C.4.a	16deg	6	23	16deg:6:23	10	Est-1:acd6-null	2290	0.604703125
14-Nov-2017	6.P.C.4.a	16deg	6	26	16deg:6:26	8	Est-1	1634	0.431478125
14-Nov-2017	6.P.C.4.a	16deg	6	28	16deg:6:28	9	Est-1:acd6-null	2105	0.555851563
15-Nov-2017	6.P.C.4.a	16deg	6	3	16deg:6:3	8	Est-1	1847	0.487723438
15-Nov-2017	6.P.C.4.a	16deg	6	8	16deg:6:8	9	Est-1:acd6-null	2234	0.589915625
15-Nov-2017	6.P.C.4.a	16deg	6	11	16deg:6:11	8	Est-1	1310	0.345921875
15-Nov-2017	6.P.C.4.a	16deg	6	21	16deg:6:21	10	Est-1:acd6-null	820	0.21653125
15-Nov-2017	6.P.C.4.a	16deg	6	23	16deg:6:23	10	Est-1:acd6-null	2632	0.6950125
15-Nov-2017	6.P.C.4.a	16deg	6	26	16deg:6:26	8	Est-1	2024	0.5344625
15-Nov-2017	6.P.C.4.a	16deg	6	28	16deg:6:28	9	Est-1:acd6-null	2224	0.587275
16-Nov-2017	6.P.C.4.a	16deg	6	3	16deg:6:3	8	Est-1	2014	0.531821875
16-Nov-2017	6.P.C.4.a	16deg	6	8	16deg:6:8	9	Est-1:acd6-null	2612	0.68973125
16-Nov-2017	6.P.C.4.a	16deg	6	11	16deg:6:11	8	Est-1	1475	0.389492188
16-Nov-2017	6.P.C.4.a	16deg	6	21	16deg:6:21	10	Est-1:acd6-null	921	0.243201563
16-Nov-2017	6.P.C.4.a	16deg	6	23	16deg:6:23	10	Est-1:acd6-null	3419	0.902829688
16-Nov-2017	6.P.C.4.a	16deg	6	26	16deg:6:26	8	Est-1	2430	0.641671875
16-Nov-2017	6.P.C.4.a	16deg	6	28	16deg:6:28	9	Est-1:acd6-null	2536	0.6696625
17-Nov-2017	6.P.C.4.a	16deg	6	3	16deg:6:3	8	Est-1	2475	0.653554688
17-Nov-2017	6.P.C.4.a	16deg	6	8	16deg:6:8	9	Est-1:acd6-null	3316	0.87563125
17-Nov-2017	6.P.C.4.a	16deg	6	11	16deg:6:11	8	Est-1	1983	0.523635938
17-Nov-2017	6.P.C.4.a	16deg	6	21	16deg:6:21	10	Est-1:acd6-null	1056	0.27885
17-Nov-2017	6.P.C.4.a	16deg	6	23	16deg:6:23	10	Est-1:acd6-null	3921	1.035389063
17-Nov-2017	6.P.C.4.a	16deg	6	26	16deg:6:26	8	Est-1	3308	0.87351875
17-Nov-2017	6.P.C.4.a	16deg	6	28	16deg:6:28	9	Est-1:acd6-null	3031	0.800373438
18-Nov-2017	6.P.C.4.a	16deg	6	3	16deg:6:3	8	Est-1	3488	0.92105
18-Nov-2017	6.P.C.4.a	16deg	6	8	16deg:6:8	9	Est-1:acd6-null	4490	1.185640625
18-Nov-2017	6.P.C.4.a	16deg	6	11	16deg:6:11	8	Est-1	2927	0.772910938
18-Nov-2017	6.P.C.4.a	16deg	6	21	16deg:6:21	10	Est-1:acd6-null	1340	0.35384375
18-Nov-2017	6.P.C.4.a	16deg	6	23	16deg:6:23	10	Est-1:acd6-null	4505	1.189601563
18-Nov-2017	6.P.C.4.a	16deg	6	26	16deg:6:26	8	Est-1	3547	0.936629688
18-Nov-2017	6.P.C.4.a	16deg	6	28	16deg:6:28	9	Est-1:acd6-null	3690	0.974390625
19-Nov-2017	6.P.C.4.a	16deg	6	3	16deg:6:3	8	Est-1	4727	1.248223438
