CORNER	RM109S73	RM109S169	RM109S81	RM109S177	RM109S1	RM109S9	RM109S105	RM109S113	RM109S121	RM109S33	RM109S129	RM109S41	RM109S137	RM109S49	RM109S145	RM109S57	RM109S65	RM109S161	RM109S170	RM109S82	RM109S178	RM109S98	RM109S106	RM109S26	RM109S122	RM109S34	RM109S130	RM109S42	RM109S138	RM109S146	RM109S154	RM109S162	RM109S91	RM109S11	RM109S27	RM109S35	RM109S59	RM109S67	RM109S4	RM109S12	RM109S36	RM109S44	RM109S60	RM109S77	RM109S85	RM109S5	RM109S29	RM109S61	RM109S69	RM109S78	RM109S6	RM109S14	RM109S22	RM109S54	RM109S62	RM109S79	RM109S186	RM109S87	RM109S15	RM109S39	RM109S8	RM109S16	RM109S32	RM109S48
Otu43	92	0	441	0	46	1255	1	0	6	40	0	11	0	87	0	396	246	0	0	10	0	0	0	52	0	223	10	77	0	0	0	201	7	1	10	192	8	114	1051	14	0	0	0	0	0	1	0	0	0	0	0	1	0	0	21	31	0	0	0	1	1	137	0	0
Otu354	12	0	42	0	34	0	0	0	0	0	0	0	0	13	0	1	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	1	0	31	54	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	426	0	1	0	0	0	173	1	0
Otu10	78	28116	17	71	416	55	9	12	29	1	3676	1	0	4	0	32	22	2	32	703	0	1	188	116	4515	56	3	46	14	69	21	18731	5	16	0	0	9	0	16	39	86	51	3892	29	994	992	196	7	186	91	7051	1	15	19	2029	34	2	0	2621	1908	36	0	0	0
Otu1157	46	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu199	19	0	10	0	0	22	0	0	0	2	0	0	0	14	0	3	0	0	0	10	0	0	0	0	0	0	0	4	0	0	0	0	440	28	0	6	8	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0
Otu1122	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu76	29	0	1	0	16	46	0	0	0	75	0	6	0	71	0	22	0	0	0	10	0	0	0	423	0	10	32	13	0	0	0	0	14	56	33	11	268	179	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	29	15	0	149
Otu123	84	0	26	0	0	89	0	0	0	9	0	5	0	5	0	123	352	0	13	128	0	0	0	56	0	12	0	11	0	0	0	0	331	14	4	3	1	15	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	8	4	70	0
Otu1196	17	0	0	0	13	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1527	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu4	22	6011	15	54431	1	5	100	17251	668	2	30618	2	361	25	51	12	5	4021	11405	39	6	9560	10991	13	78	5	1369	5	9235	453	1028	71	5	21	7	11	7	51	4	7	97	212	1305	10284	2234	13669	142	1185	1839	70953	21318	6412	331	627	246	3	213	1	4848	11379	83	0	0	1
Otu229	14	0	0	3	0	0	11	10	20	0	3	0	5	2	8	0	0	0	30	0	0	0	0	0	0	0	0	0	2	0	0	176	3	0	131	3	3	4	0	0	14	0	0	28	15	0	1	4	0	0	0	0	0	0	3	0	3	0	2	2	0	0	0	0
Otu166	24	0	41	0	19	29	0	0	0	28	0	35	0	18	0	33	100	0	0	18	0	0	0	31	0	89	0	56	0	0	0	0	59	198	66	20	76	62	74	86	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	729	0	0	160	0	56	0
Otu1437	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu382	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	22	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu49	214	0	116	0	1	7	24	0	2	67	0	84	0	128	0	51	165	0	4	3	45	0	0	341	0	442	1	1	0	0	0	0	248	445	151	17	63	33	321	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	18	276	304	0
Otu337	43	0	43	0	0	0	0	0	0	42	0	5	0	0	0	0	0	0	0	0	42	0	0	1	0	0	0	5	0	0	0	0	3	5	5	0	0	6	55	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu771	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1215	57	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu94	43	0	134	0	0	339	0	0	0	15	0	18	0	80	0	111	449	0	0	75	0	0	0	26	0	3	0	40	0	0	0	0	21	0	0	0	62	120	445	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	65	0	0	0
Otu36	34	6	75	0	37	1	15388	1	0	10	0	10	0	2	59	24	1	1	0	27	0	18	0	1	1	0	2497	1	20	0	272	41	17	1	0	2	49	16	19	13	54	21	0	22	93	17	39	0	39	1	1124	13	1	11308	381	1	14	1	332	2	263	0	1	0
Otu498	4	0	20	0	13	20	0	0	0	11	0	2	0	17	0	1	85	0	0	8	0	0	0	7	0	0	0	16	0	0	0	0	5	26	34	13	31	31	31	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	16	0	0	28	9	9	0
Otu527	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu231	22	0	46	0	12	56	0	0	0	47	24	0	0	0	0	83	63	0	0	10	30	0	105	188	5	0	0	20	0	0	0	23	8	0	0	217	1	8	17	252	0	0	0	0	0	4	0	3	20	0	2	8	0	0	0	7	0	0	5	5	0	0	4	96
Otu726	36	0	3	0	0	1	0	0	0	1	0	2	0	1	0	1	1	0	0	0	0	0	0	39	0	3	0	0	0	0	0	0	0	0	0	0	7	3	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0
Otu1008	44	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu121	30	1	68	7	11	49	0	4	6	34	0	25	3	42	2	38	35	14	5	45	0	0	0	95	7	28	0	27	12	1	4	9	28	94	55	23	20	21	34	13	10	7	4	12	4	0	10	47	8	4	3	6	0	4	3	65	5	0	1	1	46	2	51	63
Otu1140	1	0	104	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu406	4	391	0	0	2	0	1	0	0	1	53	0	0	0	0	0	0	0	0	13	0	0	0	0	87	1	0	0	1	1	4	178	0	0	0	0	1	0	0	3	2	1	11	2	26	18	5	0	3	1	207	0	0	0	62	1	0	0	37	27	1	0	0	0
Otu191	7	0	13	0	47	2	0	0	0	13	0	7	0	10	0	9	24	0	0	5	0	0	0	54	0	19	0	0	0	0	0	0	0	12	3	13	29	1	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	25	0	91	0
Otu37	7	4061	7	49	0	1	6	52	16	1	48	2	19628	14	77	3	1	9	77	8	25	2	113	28	9	22	1	0	16	3	570	119	4	0	1	3	14	3	10	2	15	58	15302	3	207	248	144	55	3	8530	72	15	37	7	358	0	8	0	1174	3570	32	71	15	12
Otu1217	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6	58	0	24	0	11782	286	0	0	0	2	0	1693	0	3	0	1	8	0	0	2	0	0	0	71	0	10	0	108	0	1	0	0	348	0	11	0	2927	19280	3714	176	1	0	1	0	0	1	0	1	0	1	0	1	0	0	2	1	0	0	0	1	1	0	0	1
Otu249	53	0	26	0	1	12	0	0	0	1168	1	3	0	8	0	16	80	0	0	1	0	0	0	80	0	19	0	20	0	0	0	0	74	0	0	9	10	9	15	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
Otu306	12	0	6	0	7	20	0	0	0	11	0	0	0	7	0	4	25	0	0	30	0	0	0	25	0	18	0	6	0	0	0	0	12	11	13	13	0	8	20	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
Otu120	42	0	100	0	19	0	0	0	0	0	0	1	0	0	0	26	0	0	0	5	0	0	0	257	0	2	0	100	0	0	0	0	187	268	0	16	7	28	57	21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	124	0
Otu279	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	10	0	0	0	16	0	0	0	0	0	11	0	0	0	0	0	0	0	0	658	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	269	0
Otu1515	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu55	35	0	21	0	138	14	0	2	0	56	0	2933	1	449	0	1096	1750	0	0	72	0	0	0	346	3	545	0	388	0	1	0	0	188	318	414	1436	129	771	473	153	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0	149	0	250	0	0	206	316	11	0
Otu135	10	0	257	0	183	0	0	0	0	0	0	8	0	0	0	0	0	0	0	701	0	0	0	8	0	212	0	7	0	0	0	0	8	32	0	0	0	5	28	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu619	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu407	7	0	11	0	0	0	0	0	0	3	0	2	0	0	0	7	0	0	0	2	0	0	0	15	2	7	0	2	5	0	0	0	3	3	0	0	10	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0
Otu1651	29	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
Otu89	45	0	67	0	139	0	0	0	0	10	0	19	1	9	0	12	41	0	0	73	0	0	0	50	0	2	0	168	0	0	0	0	80	4	42	36	56	112	23	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	149	0	0	189	0	344	0
Otu74	65	0	0	0	30	2	0	0	1	11	0	1	0	193	0	0	28	0	0	116	0	0	0	1	1	0	0	0	0	0	0	4	3	30	122	23	0	34	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1759	0	0	0	0
Otu367	6	12	0	0	0	0	43	0	0	0	0	0	0	4	0	0	9	25	0	5	0	0	0	0	0	0	0	1	0	1	2	1	14	0	0	0	1	0	0	2	0	2	0	0	0	210	0	0	0	1	0	178	0	1	22	0	0	1	57	0	2	0	0	0
Otu1182	52	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu392	37	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	363	0	0	0	0	0	0	0	0	4	14	5	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	36	0	0
Otu281	14	0	5	0	0	0	0	3	0	3	0	4	0	8	0	4	25	0	0	2	0	0	0	16	0	0	0	51	0	0	0	0	46	1	0	17	11	38	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	12	0	0	0
Otu1678	5	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu658	29	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	37	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1380	5	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1232	11	7	3	1	4	2	0	0	0	3	0	6	0	6	0	1	2	0	0	4	0	0	0	4	0	35	0	0	0	1	0	1	1	0	4	8	2	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	7	2	0
Otu113	40	0	2	18	12	90	0	0	0	2	0	1	0	5	0	1	0	0	0	0	0	0	0	0	0	92	0	42	0	0	0	5	0	0	0	0	46	0	7	56	0	1	0	0	0	4931	0	0	0	1	0	0	0	0	1	0	0	0	3	17	1	0	0	0
Otu1518	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu490	13	0	0	0	19	0	0	0	0	50	0	18	0	0	0	15	66	0	0	28	0	0	0	19	0	2	0	0	0	0	0	0	32	68	65	0	30	5	19	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0
Otu1335	12	0	0	0	2	0	0	0	0	15	0	1	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	28	5	0	0	0	0	0	0	19	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	1	5	3	0	0	0	0	0	0	0	0
Otu312	7	0	0	0	7	17	0	0	0	12	0	4	0	345	0	122	0	0	0	3	0	0	0	17	0	9	0	2	0	0	0	0	86	672	0	0	13	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu405	4	0	6	0	16	0	0	0	0	2	0	1	0	3	0	12	1	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	9	0	9	0	13	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0
Otu347	14	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	13	0	0	0	31	0	0	0	47	0	74	29	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	50	0	0	0
Otu409	17	0	2	0	1	0	0	0	0	9	0	11	0	1	0	2	0	0	0	3	0	0	0	46	0	54	0	0	0	0	0	0	0	0	2	6	13	5	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	2	0
Otu461	9	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu700	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu258	48	0	0	0	0	1	4	0	0	6	0	5	0	4	0	134	0	0	0	0	0	0	0	21	0	1	0	0	0	0	0	14	28	17	0	0	3	3	0	4	1	0	138	0	47	0	0	0	0	0	0	0	9	13	41	0	0	0	0	1	0	0	0	0
Otu72	15	0	39	0	6	5	1	0	0	46	0	101	0	120	0	697	146	0	1	39	0	0	0	8	4	12	0	65	0	0	0	0	273	289	74	866	32	792	328	78	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	65	0	250	0	0	98	160	5	0
Otu190	20	0	0	0	0	0	0	0	0	179	0	5	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	73	0	10	0	0	0	0	0	9	4	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	65	0	0	0	0	0	0	91	0
Otu21	31	1	116	0	90	2779	271	0	0	39	304	0	114	3861	497	1	139	0	6	451	344	40	0	991	0	54	9	51	0	0	0	796	17	51	543	58	124	83	110	17	0	0	0	202	11	0	522	0	0	0	0	0	299	799	411	113	34	20	285	0	4	0	0	244
Otu991	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	11	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1648	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	3	1	0	2	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0
Otu201	4	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	3	0	0	0	825	0	0	0	0	0	0	2	0	0	2	32	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	0	0	0	0	0	26	0	0	5	0	0	84	0	0	0
Otu193	2	0	1	0	0	0	0	0	0	0	0	8	0	19	0	188	0	0	0	43	0	0	0	3	0	1	5	0	0	0	0	4	11	0	0	0	1	29	150	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	3	0	0
Otu295	13	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751	0
Otu263	55	0	0	32	0	0	0	0	0	0	0	9	0	6	0	11	0	0	0	0	0	0	11	0	0	0	0	0	11	0	0	55	42	0	0	0	0	0	39	0	0	0	0	0	1333	139	0	0	0	0	39	0	0	0	22	0	0	0	0	0	3	0	0	0
Otu177	37	44	14	20	0	0	0	0	3	0	1	13	1	5	0	0	0	0	15	0	0	0	0	10	0	0	1	0	11	10	61	22	0	0	0	2	22	11	7	3	1	6	7	0	0	1	4	7	6	15	0	0	2	0	38	2	24	0	6	0	0	0	0	10
Otu1369	11	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	2	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Otu50	1	0	9	30	0	3	108	7	0	1	0	2	0	0	0	0	0	6	2	22	0	0	0	49	0	0	0	0	0	0	0	48	41	0	0	0	1	0	21	7	8187	12	1	229	0	5	0	0	1	0	0	12315	0	0	0	54	0	0	28	0	0	0	0	33
Otu58	22	0	509	0	1697	204	0	0	0	1	0	68	0	80	0	1	0	0	0	54	0	0	0	454	0	512	0	17	0	0	0	0	0	0	1604	1377	1358	129	2	1457	0	1	0	1	1	2	0	0	0	0	0	0	0	1	0	149	0	0	0	0	0	252	2922	0
Otu712	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
Otu1458	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu284	1	0	0	2	8	6	0	0	0	5	0	4	0	0	0	0	0	2	63	0	0	0	0	26	4	50	0	0	2	0	0	129	0	0	3	3	0	2	0	0	4	1	0	46	0	1	5	0	0	4	0	0	33	24	11	0	0	0	14	3	0	0	0	10
Otu422	109	79	80	30	127	62	10	91	5	97	108	26	8	291	9	124	83	96	42	77	1	2	143	91	11	99	2	28	5	15	260	38	31	42	110	74	96	118	61	184	22	4	262	306	130	23	73	3	35	10	128	3	21	22	474	81	11	15	513	358	40	90	67	26
Otu192	34	0	23	0	44	0	0	0	0	5	0	0	0	2	0	68	6	0	0	4	0	0	0	76	0	7	0	3	0	0	0	0	0	48	0	2	23	5	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	34	26	120	0
Otu1549	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu390	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	753	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu1124	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	39	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1440	5	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu208	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	0	1	0	0	0	7	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Otu169	42	0	64	0	24	0	0	0	0	3	0	2	0	13	0	7	24	0	0	4	0	0	0	6	0	11	0	9	0	0	0	0	41	6	5	42	9	11	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	34	0	0	17	1	12	0
Otu163	18	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	15	0	0
Otu593	1	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	101	0	1	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu297	15	0	50	0	0	0	0	0	0	0	0	0	0	0	0	4	22	0	0	0	0	0	0	206	0	5	0	0	0	0	0	0	0	17	0	0	37	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu666	4	0	0	0	0	0	0	0	0	36	0	0	0	6	0	16	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1014	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	27	0	0	0	0	0	0	51	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
Otu993	12	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	20	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu419	10	0	0	0	9	0	13	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0
Otu1184	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
Otu1426	20	0	0	0	0	0	0	0	0	5	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	2	16	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu155	3	1	0	0	0	0	74	0	0	0	4	2	17	0	225	0	16	4	37	13	0	0	0	0	0	3	0	0	55	2	3	49	0	0	0	0	0	0	2	0	1	8	0	0	1	11	131	20	59	16	5	0	33	21	0	0	0	0	25	16	84	0	0	0
Otu1934	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu202	1	0	15	0	1	21	0	0	0	7	0	10	0	8	0	1	0	0	0	170	0	0	0	70	0	4	0	0	0	0	0	0	0	2	0	6	63	4	40	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu394	14	0	0	0	0	0	21	0	0	5	0	2	0	7	0	19	6	0	0	5	0	0	0	66	0	1	0	29	0	0	0	0	15	31	0	14	27	4	26	1	0	1	0	0	0	2	65	0	0	0	0	0	9	0	0	57	0	0	0	0	2	0	98	0
