CORNER	D1AgITS1F1F3F5_WILD	H12AgITS1F2F4F6_WILD	E8AgITS1F1F3F5_WILD	C5AgITS1F1F3F5_WILD	E2AgITS1F1F3F5_WILD	D7AgITS1F1F3F5_WILD	B6AgITS1F1F3F5_WILD	C3AgITS1F1F3F5_WILD	C10AgITS1F1F3F5_WILD	A9AgITS1F1F3F5_WILD	F8AgITS1F1F3F5_WILD	B11AgITS1F1F3F5_WILD	G2AgITS1F1F3F5_WILD	D9AgITS1F1F3F5_WILD	D3AgITS1F1F3F5_WILD	E10AgITS1F1F3F5_WILD	A7AgITS1F1F3F5_WILD	A1AgITS1F1F3F5_WILD	B8AgITS1F1F3F5_WILD	B4AgITS1F1F3F5_WILD	H5AgITS1F2F4F6_WILD	E4AgITS1F1F3F5_WILD	H3AgITS1F2F4F6_WILD	A3AgITS1F1F3F5_WILD	C8AgITS1F1F3F5_WILD	F12AgITS1F1F3F5_WILD	D11AgITS1F1F3F5_WILD	C6AgITS1F1F3F5_WILD	B2AgITS1F1F3F5_WILD	D5AgITS1F1F3F5_WILD
Otu1134	1	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu2639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0
Otu1904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	20	0	0	0	0	0	0	0	0	0
Otu1991	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu339	0	0	0	0	1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu1303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	1	0	0	0
Otu1563	0	23	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0
Otu1718	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu87	0	0	19	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Otu481	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0
Otu2948	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2913	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0
Otu318	0	0	0	0	0	6	0	0	0	0	0	0	214	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Otu1338	21	0	0	2	0	0	2	6	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1493	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	1
Otu1610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0
Otu2092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0
Otu1592	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2781	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu2361	0	0	1	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Otu2196	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1987	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu283	0	0	0	0	0	0	0	0	0	0	16	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	1
Otu2519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu1238	2	0	0	1	0	0	0	12	5	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu631	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1806	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu817	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1930	0	17	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0
Otu2339	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2546	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2412	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1958	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2205	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1691	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu415	2	0	0	0	0	0	0	6	7	1	0	1	0	1	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0
Otu2203	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1841	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu2369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1945	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
Otu2161	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1690	0	0	0	1	48	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Otu2775	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2401	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	33	0	0	0	0	0	0	0	0	0
Otu1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	3
Otu676	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Otu1846	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Otu238	43	0	0	57	0	0	0	93	1642	0	0	95	0	16	252	0	0	0	448	0	151	0	0	0	0	0	0	0	0	0
Otu2523	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1363	1	0	0	0	0	0	0	6	1	0	0	0	0	1	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0
Otu562	8	0	0	8	12	0	0	34	41	0	0	1	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
Otu2307	0	0	12	0	133	0	0	0	0	0	0	2	0	5	0	0	0	0	28	0	0	0	0	0	0	4	0	0	0	0
Otu448	5	0	0	7	93	0	0	15	31	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Otu1934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Otu1153	0	0	0	0	0	0	0	77	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1879	0	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu302	0	0	0	0	0	0	0	0	0	0	0	2	0	0	818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1044	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2987	3	0	0	1	0	0	0	9	0	0	0	3	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0
Otu1092	0	0	0	0	4	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
Otu2605	1	0	0	0	2	1	0	1	6	0	0	3	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu955	3	0	0	0	0	0	0	2	1	0	0	6	0	8	0	0	0	0	6	0	49	0	0	0	0	0	0	0	0	0
Otu810	0	1	0	0	0	1	0	2	4	0	0	26	0	7	0	0	0	0	5	0	18	3	0	0	0	0	0	0	0	0
Otu841	0	0	0	1	0	1	0	3	2	0	0	28	0	4	0	0	0	0	3	0	0	3	0	0	0	0	1	0	0	0
Otu842	2	11	0	7	7	1	3	11	13	0	0	24	0	54	19	0	0	0	19	0	48	0	0	0	0	0	0	1	0	0
Otu936	1	0	0	1	0	0	0	7	8	0	0	8	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu1507	0	0	0	1	0	0	0	23	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2513	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu401	5	0	0	5	125	0	0	9	11	0	0	1	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0
Otu614	1	0	0	1	0	0	0	14	14	0	0	8	0	10	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0
Otu1686	0	0	0	0	0	0	0	0	2	0	0	1	0	0	20	0	0	0	2	0	40	0	0	0	0	0	0	0	0	0
Otu38	3	0	0	5	250	0	0	31	24	0	0	10	0	331	213	0	0	0	2853	0	781	0	0	0	0	0	0	0	0	0
Otu1307	4	0	0	7	0	0	0	2	3	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu1132	0	0	0	0	4	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0
Otu895	0	0	0	4	44	0	0	7	6	0	0	0	0	1	20	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
Otu371	5	1	0	22	48	17	0	37	19	0	0	4	0	4	65	0	0	0	13	0	19	0	7	0	0	0	0	1	0	14
Otu2274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
Otu1022	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	103	0	1	0	0	0	0	0	0	0
Otu2228	3	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Otu1201	3	0	0	0	49	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu652	0	0	0	1	0	0	0	2	3	0	0	2	0	0	64	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
Otu1031	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0
Otu2275	1	0	0	0	14	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	11	0	0	0	109	0	0	0	0	0
Otu325	10	0	2	5	46	1	0	15	21	0	0	0	0	2	0	1	0	0	4	0	56	0	0	0	0	2	2	0	0	5
Otu2715	1	0	0	2	10	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0
Otu665	2	0	0	4	1	0	0	81	33	0	0	1	0	0	0	0	0	0	6	0	24	0	0	0	0	0	0	0	0	0
Otu189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1827	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu930	2	0	0	1	0	0	0	5	4	0	0	7	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0
Otu1692	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0
Otu2612	0	0	0	0	0	0	0	10	24	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0
Otu414	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu430	0	0	0	4	0	5	0	85	11	0	0	1	0	0	7	0	0	0	4	0	1	0	1	0	0	0	10	0	0	0
Otu434	9	0	0	13	0	0	0	32	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9
Otu1301	2	0	0	0	0	0	0	61	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1538	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0
Otu2245	0	0	0	1	0	0	0	2	3	0	0	3	0	6	0	0	0	0	1	0	75	0	0	0	0	0	0	0	0	0
Otu476	4	0	0	2	41	0	0	18	4	0	0	3	0	0	84	0	0	0	8	0	71	0	0	0	0	0	0	0	0	0
Otu1545	1	0	0	1	13	0	0	2	8	0	0	6	0	20	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Otu1174	3	0	0	6	23	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	46	0	0	0	0	0	0	0	0	0
Otu550	3	0	0	4	0	0	0	7	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	2	5
Otu823	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0
Otu1353	4	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu567	1	0	0	2	26	0	4	7	3	0	0	2	0	36	0	0	0	0	19	0	34	0	0	0	0	0	0	0	0	0
Otu669	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0
Otu2158	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
Otu872	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0
Otu1972	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Otu2790	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0
Otu1108	0	0	0	0	0	0	0	5	1	0	0	2	0	0	0	0	0	0	5	0	20	0	0	0	0	0	0	0	0	0
Otu1083	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1811	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu1466	2	0	0	1	6	0	0	4	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1015	7	0	0	0	0	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu944	0	0	0	1	89	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Otu863	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0
Otu935	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu648	0	2	0	0	2	0	0	0	0	0	0	1	0	19	1	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0
Otu1403	2	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0
Otu1884	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
Otu2597	1	0	0	8	0	0	0	10	50	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Otu2466	0	1	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3
Otu1268	0	0	0	1	1	45	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1819	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Otu2177	2	0	0	0	0	0	0	7	13	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
Otu998	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0
Otu2107	3	0	0	1	0	0	0	5	7	0	0	1	0	2	0	0	0	0	2	0	8	0	0	0	0	0	1	0	0	0
Otu2344	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1107	2	0	0	7	0	0	0	21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
Otu1286	1	0	0	4	0	0	4	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2375	0	0	0	1	0	0	0	2	0	0	0	1	0	1	39	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu1888	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0
Otu2050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0
Otu2308	1	0	0	4	0	0	0	13	5	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	1	0	0	0	0	0
Otu1198	0	0	0	6	67	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1221	0	0	0	0	9	0	0	1	1	0	0	0	0	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu1302	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
Otu487	4	0	0	7	0	0	0	144	7	0	0	2	0	1	0	0	0	0	2	0	71	0	0	0	0	0	0	0	0	0
Otu1098	0	0	0	0	21	0	0	0	0	0	0	1	0	12	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
Otu1117	0	0	0	1	0	0	0	4	4	0	0	0	0	1	5	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
Otu710	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0
Otu692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0
Otu1300	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu304	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0
Otu887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Otu1383	0	0	0	1	0	0	0	0	1	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2764	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2754	1	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2723	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Otu2982	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2592	0	0	0	1	4	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0
Otu1849	2	0	0	0	4	0	0	1	1	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Otu1758	0	0	0	1	0	0	0	3	2	0	0	1	0	0	0	0	0	0	1	0	47	0	0	0	0	0	0	0	0	0
Otu2627	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1577	2	0	0	6	0	0	0	0	2	0	0	3	0	0	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
Otu1164	0	0	0	2	0	2	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Otu2522	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu2849	0	0	0	0	0	0	0	0	0	0	0	1	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu954	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1337	13	0	1	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3
Otu1431	2	0	0	0	0	0	0	11	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1311	0	0	0	1	6	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
Otu2918	0	0	0	0	23	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2910	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1793	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1633	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
Otu700	0	0	0	0	0	3	0	0	0	0	0	1	0	0	7	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0
Otu1636	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1143	0	0	0	5	66	0	0	4	1	0	0	2	0	0	0	0	0	0	6	0	63	0	0	0	0	0	0	0	0	0
Otu717	4	0	0	2	0	0	0	33	29	0	0	1	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
Otu1247	1	0	0	1	0	0	0	0	5	0	0	1	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu608	0	0	0	0	98	0	0	0	14	0	0	1	0	11	0	0	0	0	6	0	61	0	0	0	0	0	0	0	0	0
Otu2484	0	0	0	0	0	0	0	0	0	0	0	1	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu774	0	0	8	0	59	0	0	0	0	0	0	2	0	1	0	0	0	0	14	0	0	0	0	0	0	5	0	0	0	0
Otu1185	0	0	0	1	0	0	0	1	28	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
Otu833	0	0	1	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
Otu604	0	83	0	0	0	4	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	18	0	0	14	0	0	0	0
Otu1032	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu997	0	0	0	0	0	56	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Otu1614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0
Otu1104	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
Otu1469	1	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1
Otu1234	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1364	0	0	120	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
Otu2309	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0
Otu1267	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu128	0	0	0	0	0	93	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Otu968	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu504	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu585	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu115	193	0	0	200	0	0	0	492	989	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
